feature,kind,threshold,operator,split_rule,criterion,impurity_decrease,n_left,n_right,class1,precision_1,recall_1,support_1,class2,precision_2,recall_2,support_2,value
Fulfilment status,categorical,,==,Fulfilment status == 'fulfilled',entropy,1.0,1,1,2nd Touch | SKIP,1.0,1.0,1,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,fulfilled
Order items in question,list_len,2.0,len <=,len(Order items in question) <= 2,entropy,1.0,1,1,2nd Touch | SKIP,1.0,1.0,1,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.9988455359952018,12,13,Set the shipping address as the billing address,1.0,1.0,12,Unsupported Fulfillment status,1.0,1.0,13,
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.9988455359952018,13,12,Set the shipping address as the billing address,1.0,1.0,12,Unsupported Fulfillment status,1.0,1.0,13,
The type of address change the customer asked to update ,list_contains,shipping_from_billing,in,'shipping_from_billing' in The type of address change the customer asked to update ,entropy,0.9988455359952018,12,13,Set the shipping address as the billing address,1.0,1.0,12,Unsupported Fulfillment status,1.0,1.0,13,
Delivery status,categorical,,==,Delivery status is null,entropy,0.9988455359952018,12,13,Set the shipping address as the billing address,1.0,1.0,12,Unsupported Fulfillment status,1.0,1.0,13,
Tags on the order in question,list_len,,len <=,len(Tags on the order in question) <= 2.5,entropy,0.7909554330763113,11,14,Set the shipping address as the billing address,1.0,0.9166666666666666,12,Unsupported Fulfillment status,0.9285714285714286,1.0,13,2.5
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.8541802051521676,12,31,Set the shipping address as the billing address,1.0,1.0,12,Shipping is processed | notify the customer,1.0,1.0,31,
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.8541802051521676,31,12,Set the shipping address as the billing address,1.0,1.0,12,Shipping is processed | notify the customer,1.0,1.0,31,
The type of address change the customer asked to update ,list_contains,shipping_from_billing,in,'shipping_from_billing' in The type of address change the customer asked to update ,entropy,0.8541802051521676,12,31,Set the shipping address as the billing address,1.0,1.0,12,Shipping is processed | notify the customer,1.0,1.0,31,
Delivery status,categorical,,==,Delivery status is null,entropy,0.8541802051521676,12,31,Set the shipping address as the billing address,1.0,1.0,12,Shipping is processed | notify the customer,1.0,1.0,31,
Minutes passed since purchase,numeric,,<=,Minutes passed since purchase <= 1988.5,entropy,0.8541802051521676,12,31,Set the shipping address as the billing address,1.0,1.0,12,Shipping is processed | notify the customer,1.0,1.0,31,1988.5
The type of address change the customer asked to update ,list_contains,billing,in,'billing' in The type of address change the customer asked to update ,entropy,0.7219280948873623,3,12,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,Set the shipping address as the billing address,1.0,1.0,12,
The type of address change the customer asked to update ,list_contains,shipping_from_billing,in,'shipping_from_billing' in The type of address change the customer asked to update ,entropy,0.7219280948873623,12,3,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,Set the shipping address as the billing address,1.0,1.0,12,
Comment ID,numeric,,<=,Comment ID <= 3.14395e+07,entropy,0.2128966266607143,8,7,Customer wants to cancel billing address | Change billing address,0.0,0.0,3,Set the shipping address as the billing address,0.8,1.0,12,31439516.5
Ticket ID,numeric,,<=,Ticket ID <= 6.37443e+06,entropy,0.2128966266607143,8,7,Customer wants to cancel billing address | Change billing address,0.0,0.0,3,Set the shipping address as the billing address,0.8,1.0,12,6374434.0
Tags on the order in question,list_contains,KPSP-60-day-return,in,'KPSP-60-day-return' in Tags on the order in question,entropy,0.2128966266607143,8,7,Customer wants to cancel billing address | Change billing address,0.0,0.0,3,Set the shipping address as the billing address,0.8,1.0,12,
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.7219280948873623,12,3,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3,Set the shipping address as the billing address,1.0,1.0,12
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.7219280948873623,3,12,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3,Set the shipping address as the billing address,1.0,1.0,12
The type of address change the customer asked to update ,list_contains,shipping_from_billing,in,'shipping_from_billing' in The type of address change the customer asked to update ,entropy,0.7219280948873623,12,3,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3,Set the shipping address as the billing address,1.0,1.0,12
Delivery status,categorical,,==,Delivery status is null,entropy,0.7219280948873623,12,3,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3,Set the shipping address as the billing address,1.0,1.0,12
Delivery status,categorical,DELIVERED,==,Delivery status == 'DELIVERED',entropy,0.7219280948873623,3,12,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3,Set the shipping address as the billing address,1.0,1.0,12
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.9988455359952018,12,13,Can't find orders / account | Ask for details,1.0,1.0,13,Set the shipping address as the billing address,1.0,1.0,12,
Fulfilment status,categorical,,==,Fulfilment status is null,entropy,0.9988455359952018,13,12,Can't find orders / account | Ask for details,1.0,1.0,13,Set the shipping address as the billing address,1.0,1.0,12,
The type of address change the customer asked to update ,list_contains,shipping_from_billing,in,'shipping_from_billing' in The type of address change the customer asked to update ,entropy,0.9988455359952018,12,13,Can't find orders / account | Ask for details,1.0,1.0,13,Set the shipping address as the billing address,1.0,1.0,12,
Orders Information,list_len,,len <=,len(Orders Information) <= 0.5,entropy,0.9988455359952018,13,12,Can't find orders / account | Ask for details,1.0,1.0,13,Set the shipping address as the billing address,1.0,1.0,12,0.5
Order in question,categorical,,==,Order in question is null,entropy,0.9988455359952018,13,12,Can't find orders / account | Ask for details,1.0,1.0,13,Set the shipping address as the billing address,1.0,1.0,12,
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.39124356362925566,12,1,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,Set the shipping address as the billing address,1.0,1.0,12
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.39124356362925566,1,12,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,Set the shipping address as the billing address,1.0,1.0,12
Order items in question,list_contains,15854248100077,in,'15854248100077' in Order items in question,entropy,0.39124356362925566,1,12,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,Set the shipping address as the billing address,1.0,1.0,12
The type of address change the customer asked to update ,list_contains,shipping_from_billing,in,'shipping_from_billing' in The type of address change the customer asked to update ,entropy,0.39124356362925566,12,1,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,Set the shipping address as the billing address,1.0,1.0,12
Delivery status,categorical,,==,Delivery status is null,entropy,0.39124356362925566,12,1,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,Set the shipping address as the billing address,1.0,1.0,12
Delivery status,categorical,FAILED,==,Delivery status == 'FAILED',entropy,0.33793807636960627,7,37,Shipping is processed | notify the customer,0.8378378378378378,1.0,31,Unsupported Fulfillment status,1.0,0.5384615384615384,13,
Delivery status,categorical,IN_TRANSIT,==,Delivery status == 'IN_TRANSIT',entropy,0.28475430141394875,18,26,Shipping is processed | notify the customer,0.7045454545454546,1.0,31,Unsupported Fulfillment status,0.0,0.0,13,
Delivery status,categorical,RETURNED,==,Delivery status == 'RETURNED',entropy,0.22678609883134515,5,39,Shipping is processed | notify the customer,0.7948717948717948,1.0,31,Unsupported Fulfillment status,1.0,0.38461538461538464,13,
Delivery status,categorical,PRE_TRANSIT,==,Delivery status == 'PRE_TRANSIT',entropy,0.1843970455003735,13,31,Shipping is processed | notify the customer,0.7045454545454546,1.0,31,Unsupported Fulfillment status,0.0,0.0,13,
Comment ID,numeric,,<=,Comment ID <= 3.19323e+07,entropy,0.1185794457953332,9,35,Shipping is processed | notify the customer,0.7045454545454546,1.0,31,Unsupported Fulfillment status,0.0,0.0,13,31932338.5
Comment ID,numeric,31633122.0,<=,Comment ID <= 3.16331e+07,entropy,0.6962122601251458,3,13,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,Unsupported Fulfillment status,1.0,1.0,13,
Ticket ID,numeric,6415612.0,<=,Ticket ID <= 6.41561e+06,entropy,0.6962122601251458,3,13,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,Unsupported Fulfillment status,1.0,1.0,13,
Fulfilment status,categorical,,==,Fulfilment status == 'fulfilled',entropy,0.6962122601251458,13,3,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,Unsupported Fulfillment status,1.0,1.0,13,fulfilled
Fulfilment status,categorical,,==,Fulfilment status == 'unfulfilled',entropy,0.6962122601251458,3,13,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,Unsupported Fulfillment status,1.0,1.0,13,unfulfilled
The type of address change the customer asked to update ,list_contains,,in,'billing' in The type of address change the customer asked to update ,entropy,0.6962122601251458,3,13,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,Unsupported Fulfillment status,1.0,1.0,13,billing
Delivery status,categorical,DELIVERED,==,Delivery status == 'DELIVERED',entropy,0.6962122601251458,3,13,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3,Unsupported Fulfillment status,1.0,1.0,13,
Comment ID,numeric,,<=,Comment ID <= 3.16607e+07,entropy,0.37138397431437964,2,14,Order is delivered | Notify the customer ask if reorder is needed,1.0,0.6666666666666666,3,Unsupported Fulfillment status,0.9285714285714286,1.0,13,31660686.0
Ticket ID,numeric,,<=,Ticket ID <= 6.41642e+06,entropy,0.37138397431437964,2,14,Order is delivered | Notify the customer ask if reorder is needed,1.0,0.6666666666666666,3,Unsupported Fulfillment status,0.9285714285714286,1.0,13,6416420.0
Order ID,numeric,,<=,Order ID <= 6.61588e+12,entropy,0.37138397431437964,2,14,Order is delivered | Notify the customer ask if reorder is needed,1.0,0.6666666666666666,3,Unsupported Fulfillment status,0.9285714285714286,1.0,13,6615883186413.0
Comment ID,numeric,,<=,Comment ID <= 3.20114e+07,entropy,0.2061463957911588,3,13,Order is delivered | Notify the customer ask if reorder is needed,0.6666666666666666,0.6666666666666666,3,Unsupported Fulfillment status,0.9230769230769231,0.9230769230769231,13,32011366.5
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,1.0,13,13,Can't find orders / account | Ask for details,1.0,1.0,13,Unsupported Fulfillment status,1.0,1.0,13,
Fulfilment status,categorical,,==,Fulfilment status is null,entropy,1.0,13,13,Can't find orders / account | Ask for details,1.0,1.0,13,Unsupported Fulfillment status,1.0,1.0,13,
Orders Information,list_len,,len <=,len(Orders Information) <= 0.5,entropy,1.0,13,13,Can't find orders / account | Ask for details,1.0,1.0,13,Unsupported Fulfillment status,1.0,1.0,13,0.5
Delivery status,categorical,,==,Delivery status is null,entropy,1.0,13,13,Can't find orders / account | Ask for details,1.0,1.0,13,Unsupported Fulfillment status,1.0,1.0,13,
Order in question,categorical,,==,Order in question is null,entropy,1.0,13,13,Can't find orders / account | Ask for details,1.0,1.0,13,Unsupported Fulfillment status,1.0,1.0,13,
Order items in question,list_contains,15854248100077,in,'15854248100077' in Order items in question,entropy,0.37123232664087563,1,13,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,Unsupported Fulfillment status,1.0,1.0,13,
Delivery status,categorical,PENDING,==,Delivery status == 'PENDING',entropy,0.37123232664087563,1,13,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1,Unsupported Fulfillment status,1.0,1.0,13,
